TIME -> 0 = GOTO -> NAME:TARGET, HITBOX_INIT
$ -> HITBOX_INIT = HITBOX -> 7,-9,16,32


//// NANCY CRYING ////

TALKED -> DARWIN*NANCY = WAITFOR -> TIMER:8 ? AFFECTING:NANCY*TALK_NANCY_CRYING


//// JESSY CHOKING ////

! -> JESSY_IS_WAITING = WAITFOR -> TIMER:60 ? MEMORY:JESSY_WAITED_BEHING_COLD_ROOM


//// PUSH UP ////

! -> DO_ONE_PUSHUP = MEMORY -> PUSHUP_01 ? PARSE_PUSHUP_02 / MEMORY:PUSHUP_01, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_02 = MEMORY -> PUSHUP_02 ? PARSE_PUSHUP_03 / MEMORY:PUSHUP_02, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_134 = MEMORY -> PUSHUP_134 ? PARSE_PUSHUP_135 / MEMORY:PUSHUP_134, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_135 = MEMORY -> PUSHUP_135 ? PARSE_PUSHUP_136 / MEMORY:PUSHUP_135, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_136 = MEMORY -> PUSHUP_136 ? PARSE_PUSHUP_137 / MEMORY:PUSHUP_136, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_137 = MEMORY -> PUSHUP_137 ? PARSE_PUSHUP_138 / MEMORY:PUSHUP_137, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_138 = MEMORY -> PUSHUP_138 ? PARSE_PUSHUP_139 / MEMORY:PUSHUP_138, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_139 = MEMORY -> PUSHUP_139 ? PARSE_PUSHUP_140 / MEMORY:PUSHUP_139, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_140 = MEMORY -> PUSHUP_140 ? PARSE_PUSHUP_141 / MEMORY:PUSHUP_140, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_141 = MEMORY -> PUSHUP_141 ? PARSE_PUSHUP_142 / MEMORY:PUSHUP_141, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_142 = MEMORY -> PUSHUP_142 ? PARSE_PUSHUP_143 / MEMORY:PUSHUP_142, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_143 = MEMORY -> PUSHUP_143 ? PARSE_PUSHUP_144 / MEMORY:PUSHUP_143, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_144 = MEMORY -> PUSHUP_144 ? PARSE_PUSHUP_145 / MEMORY:PUSHUP_144, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_145 = MEMORY -> PUSHUP_145 ? PARSE_PUSHUP_146 / MEMORY:PUSHUP_145, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_146 = MEMORY -> PUSHUP_146 ? PARSE_PUSHUP_147 / MEMORY:PUSHUP_146, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_147 = MEMORY -> PUSHUP_147 ? PARSE_PUSHUP_148 / MEMORY:PUSHUP_147, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_148 = MEMORY -> PUSHUP_148 ? PARSE_PUSHUP_149 / MEMORY:PUSHUP_148, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_149 = MEMORY -> PUSHUP_149 ? PARSE_PUSHUP_150 / MEMORY:PUSHUP_149, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_150 = MEMORY -> PUSHUP_150 ? PARSE_PUSHUP_151 / MEMORY:PUSHUP_150, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_151 = MEMORY -> PUSHUP_151 ? PARSE_PUSHUP_152 / MEMORY:PUSHUP_151, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_152 = MEMORY -> PUSHUP_152 ? PARSE_PUSHUP_153 / MEMORY:PUSHUP_152, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_153 = MEMORY -> PUSHUP_153 ? PARSE_PUSHUP_154 / MEMORY:PUSHUP_153, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_154 = MEMORY -> PUSHUP_154 ? PARSE_PUSHUP_155 / MEMORY:PUSHUP_154, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_155 = MEMORY -> PUSHUP_155 ? PARSE_PUSHUP_156 / MEMORY:PUSHUP_155, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_156 = MEMORY -> PUSHUP_156 ? PARSE_PUSHUP_157 / MEMORY:PUSHUP_156, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_157 = MEMORY -> PUSHUP_157 ? PARSE_PUSHUP_158 / MEMORY:PUSHUP_157, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_158 = MEMORY -> PUSHUP_158 ? PARSE_PUSHUP_159 / MEMORY:PUSHUP_158, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_159 = MEMORY -> PUSHUP_159 ? PARSE_PUSHUP_160 / MEMORY:PUSHUP_159, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_160 = MEMORY -> PUSHUP_160 ? PARSE_PUSHUP_161 / MEMORY:PUSHUP_160, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_161 = MEMORY -> PUSHUP_161 ? PARSE_PUSHUP_162 / MEMORY:PUSHUP_161, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_162 = MEMORY -> PUSHUP_162 ? PARSE_PUSHUP_163 / MEMORY:PUSHUP_162, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_163 = MEMORY -> PUSHUP_163 ? PARSE_PUSHUP_164 / MEMORY:PUSHUP_163, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_164 = MEMORY -> PUSHUP_164 ? PARSE_PUSHUP_165 / MEMORY:PUSHUP_164, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_165 = MEMORY -> PUSHUP_165 ? PARSE_PUSHUP_166 / MEMORY:PUSHUP_165, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_166 = MEMORY -> PUSHUP_166 ? PARSE_PUSHUP_167 / MEMORY:PUSHUP_166, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_167 = MEMORY -> PUSHUP_167 ? PARSE_PUSHUP_168 / MEMORY:PUSHUP_167, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_168 = MEMORY -> PUSHUP_168 ? PARSE_PUSHUP_169 / MEMORY:PUSHUP_168, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_169 = MEMORY -> PUSHUP_169 ? PARSE_PUSHUP_170 / MEMORY:PUSHUP_169, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_170 = MEMORY -> PUSHUP_170 ? PARSE_PUSHUP_171 / MEMORY:PUSHUP_170, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_171 = MEMORY -> PUSHUP_171 ? PARSE_PUSHUP_172 / MEMORY:PUSHUP_171, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_172 = MEMORY -> PUSHUP_172 ? PARSE_PUSHUP_173 / MEMORY:PUSHUP_172, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_173 = MEMORY -> PUSHUP_173 ? PARSE_PUSHUP_174 / MEMORY:PUSHUP_173, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_174 = MEMORY -> PUSHUP_174 ? PARSE_PUSHUP_175 / MEMORY:PUSHUP_174, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_175 = MEMORY -> PUSHUP_175 ? PARSE_PUSHUP_176 / MEMORY:PUSHUP_175, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_176 = MEMORY -> PUSHUP_176 ? PARSE_PUSHUP_177 / MEMORY:PUSHUP_176, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_177 = MEMORY -> PUSHUP_177 ? PARSE_PUSHUP_178 / MEMORY:PUSHUP_177, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_178 = MEMORY -> PUSHUP_178 ? PARSE_PUSHUP_179 / MEMORY:PUSHUP_178, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_179 = MEMORY -> PUSHUP_179 ? PARSE_PUSHUP_180 / MEMORY:PUSHUP_179, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_180 = MEMORY -> PUSHUP_180 ? PARSE_PUSHUP_181 / MEMORY:PUSHUP_180, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_181 = MEMORY -> PUSHUP_181 ? PARSE_PUSHUP_182 / MEMORY:PUSHUP_181, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_182 = MEMORY -> PUSHUP_182 ? PARSE_PUSHUP_183 / MEMORY:PUSHUP_182, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_183 = MEMORY -> PUSHUP_183 ? PARSE_PUSHUP_184 / MEMORY:PUSHUP_183, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_184 = MEMORY -> PUSHUP_184 ? PARSE_PUSHUP_185 / MEMORY:PUSHUP_184, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_185 = MEMORY -> PUSHUP_185 ? PARSE_PUSHUP_186 / MEMORY:PUSHUP_185, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_186 = MEMORY -> PUSHUP_186 ? PARSE_PUSHUP_187 / MEMORY:PUSHUP_186, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_187 = MEMORY -> PUSHUP_187 ? PARSE_PUSHUP_188 / MEMORY:PUSHUP_187, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_188 = MEMORY -> PUSHUP_188 ? PARSE_PUSHUP_189 / MEMORY:PUSHUP_188, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_189 = MEMORY -> PUSHUP_189 ? PARSE_PUSHUP_190 / MEMORY:PUSHUP_189, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_190 = MEMORY -> PUSHUP_190 ? PARSE_PUSHUP_191 / MEMORY:PUSHUP_190, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_191 = MEMORY -> PUSHUP_191 ? PARSE_PUSHUP_192 / MEMORY:PUSHUP_191, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_192 = MEMORY -> PUSHUP_192 ? PARSE_PUSHUP_193 / MEMORY:PUSHUP_192, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_193 = MEMORY -> PUSHUP_193 ? PARSE_PUSHUP_194 / MEMORY:PUSHUP_193, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_194 = MEMORY -> PUSHUP_194 ? PARSE_PUSHUP_195 / MEMORY:PUSHUP_194, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_195 = MEMORY -> PUSHUP_195 ? PARSE_PUSHUP_196 / MEMORY:PUSHUP_195, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_196 = MEMORY -> PUSHUP_196 ? PARSE_PUSHUP_197 / MEMORY:PUSHUP_196, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_197 = MEMORY -> PUSHUP_197 ? PARSE_PUSHUP_198 / MEMORY:PUSHUP_197, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_198 = MEMORY -> PUSHUP_198 ? PARSE_PUSHUP_199 / MEMORY:PUSHUP_198, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> PARSE_PUSHUP_199 = MEMORY -> PUSHUP_199 ? DO_PUSHUP, MEMORY:PAUSE_PREVENTION_PUSHUP_DISABLE, TALK:SERGENT*PUSHUP_DONE / MEMORY:PUSHUP_199, DO_PUSHUP, TALK:SERGENT*PUSHUP_AGAIN
$ -> DO_PUSHUP = GOTO -> SOUND:JUMP, CREATE_BONUS_TEXT_PUSHUP
$ -> CREATE_BONUS_TEXT_PUSHUP = CREATE_BONUSTEXT -> ONPLAYER,NORMAL,PUSHUP
